,Group_NR,Question,Sentence,Answer,Label,Similarity_score
2597,282,what branch of army was dwight d eisenhower in,united state army,dwight david `` ike `` eisenhower pronounced october 14 1890 - march 28 1969 34th president united state 1953 1961,0,0.24508819
2598,282,what branch of army was dwight d eisenhower in,united state army,previously five-star general united state army world war ii served supreme commander allied force europe responsibility planning supervising invasion north africa operation torch 1942-43 successful invasion france germany 1944-45 western front,0,0.15014686
2599,282,what branch of army was dwight d eisenhower in,united state army,1951 became first supreme commander nato,0,0.42834875
2600,282,what branch of army was dwight d eisenhower in,united state army,eisenhower pennsylvania dutch ancestry reared large family kansa parent robust work ethic religious background,0,0.2126883
2601,282,what branch of army was dwight d eisenhower in,united state army,one six son conditioned competitive atmosphere instilled self-reliance,0,0.14799744
2602,282,what branch of army was dwight d eisenhower in,united state army,attended graduated west point later married two son,0,0.23815961
2603,282,what branch of army was dwight d eisenhower in,united state army,world war ii eisenhower served army chief staff president harry s. truman assumed post president columbia university,0,0.33827335
2604,282,what branch of army was dwight d eisenhower in,united state army,eisenhower entered 1952 presidential race republican counter non-interventionism senator robert a. taft crusade `` communism korea corruption ``,0,0.23675905
2605,282,what branch of army was dwight d eisenhower in,united state army,landslide defeating democrat adlai stevenson ending two decade new deal coalition,0,0.2259729
2606,282,what branch of army was dwight d eisenhower in,united state army,first year presidency eisenhower deposed leader iran 1953 iranian coup d'etat used nuclear threat conclude korean war china,0,0.18514308
2607,282,what branch of army was dwight d eisenhower in,united state army,new look policy nuclear deterrence gave priority inexpensive nuclear weapon reducing funding conventional military force goal keep pressure soviet union reduce federal deficit,0,0.083260976
2608,282,what branch of army was dwight d eisenhower in,united state army,1954 eisenhower first articulated domino theory description threat presented spread communism,0,0.13224642
2609,282,what branch of army was dwight d eisenhower in,united state army,congress agreed request 1955 formosa resolution enabled prevent chinese communist aggression chinese nationalist established you.s policy defending taiwan,0,0.15452644
2610,282,what branch of army was dwight d eisenhower in,united state army,soviet launched sputnik 1957 play catch-up space race,0,0.13391426
2611,282,what branch of army was dwight d eisenhower in,united state army,eisenhower forced israel uk france end invasion egypt suez crisis 1956,0,0.34189925
2612,282,what branch of army was dwight d eisenhower in,united state army,"1958 sent 15,000 u troop lebanon prevent pro-western government falling nasser -inspired revolution",0,0.19207375
2613,282,what branch of army was dwight d eisenhower in,united state army,near end term effort set summit meeting soviet collapsed you-2 incident,0,0.20737809
2614,282,what branch of army was dwight d eisenhower in,united state army,domestic front covertly opposed joseph mccarthy contributed end mccarthyism openly invoking modern expanded version executive privilege,0,0.20742722
2615,282,what branch of army was dwight d eisenhower in,united state army,otherwise left political activity vice president richard nixon,0,0.36624247
2616,282,what branch of army was dwight d eisenhower in,united state army,moderate conservative continued new deal agency expanded social security,0,0.30790904
2617,282,what branch of army was dwight d eisenhower in,united state army,among enduring innovation launched interstate highway system defense advanced research project agency darpa led internet among many invaluable output national aeronautics space administration nasa driving peaceful discovery space establishment strong science education via national defense education act encouraging peaceful use nuclear power via amendment atomic energy act,0,-0.039868027
2618,282,what branch of army was dwight d eisenhower in,united state army,social policy sent federal troop little rock arkansas first time since reconstruction enforce federal court order desegregate public school,0,0.12139588
2619,282,what branch of army was dwight d eisenhower in,united state army,also signed civil right legislation 1957 1960 protect right vote,0,0.21715225
2620,282,what branch of army was dwight d eisenhower in,united state army,implemented desegregation armed force two year made five appointment supreme court,0,0.17554773
2621,282,what branch of army was dwight d eisenhower in,united state army,first term-limited president accordance 22nd amendment,0,0.48782912
2622,282,what branch of army was dwight d eisenhower in,united state army,eisenhower 's two term peaceful one part saw considerable economic prosperity except sharp recession 1958-59,0,0.10244425
2623,282,what branch of army was dwight d eisenhower in,united state army,eisenhower often ranked highly among you.s president,0,0.4006036
2624,283,how many jets fly with the president's plane,2,air force one official air traffic control call sign united state air force aircraft carrying president united state,0,-0.15307377
2625,283,how many jets fly with the president's plane,2,common parlance term refers air force aircraft specifically designed built used purpose transporting president,0,-0.198313
2626,283,how many jets fly with the president's plane,2,presidential aircraft prominent symbol american presidency power,0,0.022627963
2627,283,how many jets fly with the president's plane,2,idea designating specific military aircraft transport president arose 1943 official united state army air force - predecessor you.s air force - became concerned relying commercial airline transport president,0,-0.36317027
2628,283,how many jets fly with the president's plane,2,c-87 liberator express reconfigured use presidential transport however rejected secret service amid concern aircraft 's safety record,0,-0.22969924
2629,283,how many jets fly with the president's plane,2,c-54 skymaster converted presidential use aircraft dubbed sacred cow transported president franklin d. roosevelt yalta conference february 1945 subsequently used another two year president harry s. truman,0,-0.30253965
2630,283,how many jets fly with the president's plane,2,`` air force one `` call sign created 1953 incident flight carrying president dwight d. eisenhower entered airspace commercial airline flight using call sign,0,-0.2521714
2631,283,how many jets fly with the president's plane,2,several aircraft used air force one since creation presidential fleet including two boeing 707s introduced 1960s 1970s respectively since 1990 presidential fleet consisted two boeing vc-25as - specifically configured highly customized boeing 747-200b series aircraft,0,-0.23632838
2632,283,how many jets fly with the president's plane,2,air force looking replacing two vc-25 aircraft three replacement aircraft beginning 2017,0,0.018532285
2633,284,what hormones produce thyroid,thyroid hormone,thyroid hormone triiodothyronine t3 thyroxine t4 tyrosine -based hormone produced thyroid gland primarily responsible regulation metabolism,1,0.4813758
2634,284,what hormones produce thyroid,thyroid hormone,iodine necessary production t3 t4,0,0.5255611
2635,284,what hormones produce thyroid,thyroid hormone,deficiency iodine lead decreased production t3 t4 enlarges thyroid tissue disease known goitre,0,0.29407382
2636,284,what hormones produce thyroid,thyroid hormone,major form thyroid hormone blood thyroxine t4 longer half-life t3,0,0.4450378
2637,284,what hormones produce thyroid,thyroid hormone,ratio t4 t3 released blood roughly 20 1,0,0.21968819
2638,284,what hormones produce thyroid,thyroid hormone,t4 converted active t3 three four time potent t4 within cell deiodinases 5'-iodinase,0,0.15343459
2639,284,what hormones produce thyroid,thyroid hormone,processed decarboxylation deiodination produce iodothyronamine t1a thyronamine t0a,0,0.53757143
2640,284,what hormones produce thyroid,thyroid hormone,three isoforms deiodinases selenium-containing enzyme thus dietary selenium essential t3 production,0,0.3694731
2641,285,what does automatic paper feeder on printers mean,multifunction all-in-one printer fax machine photocopier scanner automatic document feeder adf feature take several page feed paper one page time scanner copier allowing user scan thereby copy print fax multiple-page document without manually replace page,scanner duplexing automatic document feeder,0,0.43218994
2642,285,what does automatic paper feeder on printers mean,multifunction all-in-one printer fax machine photocopier scanner automatic document feeder adf feature take several page feed paper one page time scanner copier allowing user scan thereby copy print fax multiple-page document without manually replace page,multifunction all-in-one printer fax machine photocopier scanner automatic document feeder adf feature take several page feed paper one page time scanner copier allowing user scan thereby copy print fax multiple-page document without manually replace page,1,1.0
2643,285,what does automatic paper feeder on printers mean,multifunction all-in-one printer fax machine photocopier scanner automatic document feeder adf feature take several page feed paper one page time scanner copier allowing user scan thereby copy print fax multiple-page document without manually replace page,copier allow scanning flatbed platen `` glass `` document feeder,0,0.60746664
2644,285,what does automatic paper feeder on printers mean,multifunction all-in-one printer fax machine photocopier scanner automatic document feeder adf feature take several page feed paper one page time scanner copier allowing user scan thereby copy print fax multiple-page document without manually replace page,vast majority fax machine adf allowing unattended sending multi-page fax,0,0.5532459
2645,285,what does automatic paper feeder on printers mean,multifunction all-in-one printer fax machine photocopier scanner automatic document feeder adf feature take several page feed paper one page time scanner copier allowing user scan thereby copy print fax multiple-page document without manually replace page,due ubiquity adf fax machine fax machine owner use fax machine scanner faxing multi-page document,0,0.68933535
2646,285,what does automatic paper feeder on printers mean,multifunction all-in-one printer fax machine photocopier scanner automatic document feeder adf feature take several page feed paper one page time scanner copier allowing user scan thereby copy print fax multiple-page document without manually replace page,document feeder described speed page per minute ppm capacity usually range 10 sheet 200,0,0.5358779
2647,285,what does automatic paper feeder on printers mean,multifunction all-in-one printer fax machine photocopier scanner automatic document feeder adf feature take several page feed paper one page time scanner copier allowing user scan thereby copy print fax multiple-page document without manually replace page,two kind document feeder capable two-sided duplex scanning reversing automatic document feeder radf scan one side page flip scan side,0,0.67505586
2648,285,what does automatic paper feeder on printers mean,multifunction all-in-one printer fax machine photocopier scanner automatic document feeder adf feature take several page feed paper one page time scanner copier allowing user scan thereby copy print fax multiple-page document without manually replace page,duplexing automatic document feeder dadf scan side one pas,0,0.5061105
2649,285,what does automatic paper feeder on printers mean,multifunction all-in-one printer fax machine photocopier scanner automatic document feeder adf feature take several page feed paper one page time scanner copier allowing user scan thereby copy print fax multiple-page document without manually replace page,advantage dadf faster speed two-sided original,0,0.25002578
2650,285,what does automatic paper feeder on printers mean,multifunction all-in-one printer fax machine photocopier scanner automatic document feeder adf feature take several page feed paper one page time scanner copier allowing user scan thereby copy print fax multiple-page document without manually replace page,radfs dadfs rated image per minute ipm number side scan minute,0,0.33548114
2651,286,how many acres is fair park,277,fair park recreational educational complex located dallas texas usa,0,0.012741133
2652,286,how many acres is fair park,277,complex registered dallas landmark national historic landmark home nine museum six performance facility lagoon largest ferris wheel north america,0,-0.13635404
2653,286,how many acres is fair park,277,many building complex constructed texas centennial exposition 1936 drew six million visitor,0,-0.06826896
2654,286,how many acres is fair park,277,building built exposition still survive recognized significant example art deco architecture,0,-0.07000338
2655,286,how many acres is fair park,277,fair park designated great place america american planning association,0,0.020374523
2656,286,how many acres is fair park,277,american planning association apa `` independent not-for-profit educational organization provides leadership development vital community ``,0,-0.083892964
2657,286,how many acres is fair park,277,great place american program help celebrate area `` exemplary character quality planning ``,0,-0.022648156
2658,286,how many acres is fair park,277,designated great place america fair park one ten city chosen 2011,0,0.012152102
2659,287,what county is san jose in?,santa clara county,san jose spanish st. joseph third-largest city california tenth-largest you.s . county seat santa clara county located southern end san francisco bay,1,0.27174407
2660,287,what county is san jose in?,santa clara county,san jose largest city within silicon valley major component greater san francisco bay area region 8.4 million people fifth largest metropolitan area csa united state,0,0.022671124
2661,287,what county is san jose in?,santa clara county,largest city northern california,0,0.49511454
2662,287,what county is san jose in?,santa clara county,san jose founded november 29 1777 el pueblo de san jose de guadalupe first civilian town spanish colony nueva california later became alta california,0,0.12709828
2663,287,what county is san jose in?,santa clara county,city served farming community support spanish military installation san francisco monterey,0,0.26222894
2664,287,what county is san jose in?,santa clara county,california gained statehood 1850 san jose served first capital,0,0.1760642
2665,287,what county is san jose in?,santa clara county,150 year small farming city san jose surrounding santa clara valley became last largest contiguous area undeveloped land surrounding san francisco bay,0,0.073730014
2666,287,what county is san jose in?,santa clara county,san jose experienced increased demand housing soldier veteran returning world war ii,0,0.058094267
2667,287,what county is san jose in?,santa clara county,san jose continued aggressive expansion 1950s 1960s annexing land area,0,0.16661973
2668,287,what county is san jose in?,santa clara county,rapid growth high-technology electronics industry accelerated transition agricultural center urbanized metropolitan area,0,0.11531941
2669,287,what county is san jose in?,santa clara county,1990s san jose 's location within booming local technology industry earned city nickname capital silicon valley,0,0.10113834
2670,287,what county is san jose in?,santa clara county,san jose maintains global city status largest city san francisco bay area term population land area industrial development,0,0.17310686
2671,287,what county is san jose in?,santa clara county,"you.s census bureau reported population city 945,942 2010 census",0,0.29592234
2672,287,what county is san jose in?,santa clara county,"april 2013 estimated population san jose 984,000",0,0.32943842
2673,287,what county is san jose in?,santa clara county,san jose along santa clara valley experienced half century spectacular suburban sprawl characteristic intense urbanization similar los angeles area southern california,0,0.10666441
2674,287,what county is san jose in?,santa clara county,city taken definite step avoid becoming `` l.a. north ``,0,0.12149361
2675,287,what county is san jose in?,santa clara county,however sprawl san jose worse los angeles measure population density public transit safety investment ridership,0,0.08801064
2676,288,what cars have smart key systems,w220 s-class,nissan intelligent key ( r ),0,0.3607375
2677,288,what cars have smart key systems,w220 s-class,smart key electronic access authorization system available option standard several car,0,-0.0362142
2678,288,what cars have smart key systems,w220 s-class,first developed siemens mid-1990s introduced mercedes-benz name `` keyless go `` 1998 w220 s-class following design patent filed daimler-benz may 17 1997,1,-0.2818744
2679,289,what does new jersey flag presents,state agriculture tradition,coat arm state new jersey includes,0,0.34651494
2680,289,what does new jersey flag presents,state agriculture tradition,shield three plow emblazoned representative new jersey 's agricultural tradition,0,0.40826517
2681,289,what does new jersey flag presents,state agriculture tradition,forward-facing knight 's helmet,0,0.33843234
2682,289,what does new jersey flag presents,state agriculture tradition,horse 's head crest helmet,0,0.29968774
2683,289,what does new jersey flag presents,state agriculture tradition,female figure liberty cere representative state 's motto see next item,0,0.25670767
2684,289,what does new jersey flag presents,state agriculture tradition,liberty holding staff supporting `` liberty cap `` cere holding overflowing cornucopia,0,0.25237855
2685,289,what does new jersey flag presents,state agriculture tradition,streamer foot emblem contains state motto new jersey `` liberty prosperity `` year statehood 1776,0,0.27082318
2686,289,what does new jersey flag presents,state agriculture tradition,originally designed pierre eugene du simitiere 1777 modified slightly 1928,0,0.18943179
2687,289,what does new jersey flag presents,state agriculture tradition,seal central motif flag new jersey great seal state new jersey,0,0.29881117
2688,289,what does new jersey flag presents,state agriculture tradition,coat arm contains horse 's head,0,0.23697704
2689,289,what does new jersey flag presents,state agriculture tradition,helmet showing new jersey governs accordingly three plow shield referring state 's agriculture tradition giving nickname `` garden state ``,0,0.2050511
2690,289,what does new jersey flag presents,state agriculture tradition,two goddess represent state motto `` liberty prosperity ``,0,0.40018538
2691,289,what does new jersey flag presents,state agriculture tradition,liberty left,0,0.39885405
2692,289,what does new jersey flag presents,state agriculture tradition,holding staff liberty cap word liberty underneath,0,0.29222432
2693,289,what does new jersey flag presents,state agriculture tradition,goddess right cere goddess agriculture,0,0.64189065
2694,289,what does new jersey flag presents,state agriculture tradition,holding cornucopia prosperity written,0,0.47610888
2695,289,what does new jersey flag presents,state agriculture tradition,according minute new jersey general assembly march 11 1896 date assembly officially approved flag state emblem buff color due indirectly george washington ordered october 2 1779 uniform coat new jersey continental line dark jersey blue buff facing,0,-0.014033763
2696,289,what does new jersey flag presents,state agriculture tradition,buff-colored facing reserved uniform continental general aide,0,0.3408387
2697,289,what does new jersey flag presents,state agriculture tradition,february 28 1780 continental war officer philadelphia directed uniform coat facing regiment background color regiment state flag,0,0.1316281
2698,289,what does new jersey flag presents,state agriculture tradition,seal described new jersey statute title 52 SS2-1,0,0.2678123
2699,290,how many great white sharks left in the ocean,3500 individual,great white shark carcharodon carcharias also known great white white pointer white shark white death specie large lamniform shark found coastal surface water major ocean,0,-0.07339933
2700,290,how many great white sharks left in the ocean,3500 individual,great white shark mainly known size largest individual known approached exceeded length weight,0,0.06503215
2701,290,how many great white sharks left in the ocean,3500 individual,shark reach maturity around 15 year age life span 30 year,0,0.22447594
2702,290,how many great white sharks left in the ocean,3500 individual,great white shark arguably world 's largest known extant macropredatory fish one primary predator marine mammal,0,-0.0032355567
2703,290,how many great white sharks left in the ocean,3500 individual,also known prey upon variety marine animal including fish seabird,0,0.09074255
2704,290,how many great white sharks left in the ocean,3500 individual,known surviving specie genus carcharodon ranked first attack human,0,0.12759073
2705,290,how many great white sharks left in the ocean,3500 individual,iucn list great white shark vulnerable specie included appendix ii cite,0,0.06810807
2706,290,how many great white sharks left in the ocean,3500 individual,bestselling novel jaw peter benchley subsequent blockbuster film steven spielberg depicted great white shark `` ferocious man eater ``,0,-0.049555317
2707,290,how many great white sharks left in the ocean,3500 individual,reality human preferred prey great white shark,0,0.15566464
2708,291,how old a child pedophile crime,generally age 11 year younger,medical diagnosis pedophilia paedophilia psychiatric disorder person 16 year age older typically characterized primary exclusive sexual interest toward prepubescent child generally age 11 year younger though specific diagnosis criterion disorder extends cut-off point prepubescence age 13,1,0.25707078
2709,291,how old a child pedophile crime,generally age 11 year younger,adolescent 16 year age older must least five year older prepubescent child attraction diagnosed pedophilia,0,0.5288579
2710,291,how old a child pedophile crime,generally age 11 year younger,term range definition found psychiatry psychology vernacular law enforcement,0,0.06030363
2711,291,how old a child pedophile crime,generally age 11 year younger,international classification disease icd defines pedophilia `` disorder adult personality behaviour `` sexual preference child prepubertal early pubertal age,0,0.26902008
2712,291,how old a child pedophile crime,generally age 11 year younger,according diagnostic statistical manual mental disorder dsm paraphilia adult adolescent 16 year age older intense recurrent sexual urge towards fantasy prepubescent child either acted distress interpersonal difficulty,0,0.27538761
2713,291,how old a child pedophile crime,generally age 11 year younger,popular usage pedophilia mean sexual interest child act child sexual abuse often termed `` pedophilic behavior ``,0,0.20048693
2714,291,how old a child pedophile crime,generally age 11 year younger,example american heritage stedman 's medical dictionary state `` pedophilia act fantasy part adult engaging sexual activity child child ``,0,0.10598676
2715,291,how old a child pedophile crime,generally age 11 year younger,common use application also extends sexual interest sexual contact pubescent post-pubescent minor,0,0.18915375
2716,291,how old a child pedophile crime,generally age 11 year younger,researcher recommend imprecise us avoided although people commit child sexual abuse commonly exhibit disorder offender meet clinical diagnosis standard pedophilia standard pertain prepubescents,0,0.10177583
2717,291,how old a child pedophile crime,generally age 11 year younger,additionally pedophile actually commit abuse,0,0.20944491
2718,291,how old a child pedophile crime,generally age 11 year younger,pedophilia first formally recognized named late 19th century,0,0.3817419
2719,291,how old a child pedophile crime,generally age 11 year younger,significant amount research area taken place since 1980s,0,0.37443846
2720,291,how old a child pedophile crime,generally age 11 year younger,although mostly documented men also woman exhibit disorder researcher assume available estimate underrepresent true number female pedophile,0,0.111414604
2721,291,how old a child pedophile crime,generally age 11 year younger,cure pedophilia developed therapy reduce incidence person committing child sexual abuse,0,0.10014121
2722,291,how old a child pedophile crime,generally age 11 year younger,united state following kansa v. hendricks sex offender diagnosed certain mental disorder particularly pedophilia subject indefinite civil commitment various state law generically called svp law federal adam walsh child protection safety act 2006,0,0.12659119
2723,291,how old a child pedophile crime,generally age 11 year younger,present exact cause pedophilia conclusively established,0,0.21371874
2724,291,how old a child pedophile crime,generally age 11 year younger,research suggests pedophilia may correlated several different neurological abnormality often co-exists personality disorder psychological pathology,0,0.11271806
2725,291,how old a child pedophile crime,generally age 11 year younger,context forensic psychology law enforcement variety typology suggested categorize pedophile according behavior motivation,0,-0.014705865
2726,292,how old julio cesar chavez when he fought de la hoya,33 year old,julio cesar chavez born julio cesar chavez gonzalez july 12 1962 retired mexican professional boxer,0,0.36234465
2727,292,how old julio cesar chavez when he fought de la hoya,33 year old,chavez considered many people sport statistic greatest fighter ever come mexico,0,0.11003722
2728,292,how old julio cesar chavez when he fought de la hoya,33 year old,six-time world champion three weight division several year considered one best pound-for-pound boxer world,0,0.22757253
2729,292,how old julio cesar chavez when he fought de la hoya,33 year old,career spanned 25 year chavez five world title three weight division wbc super featherweight 1984 wba lightweight 1987 wbc lightweight 1988 wbc light welterweight 1989 ibf light welterweight 1990 wbc light welterweight 1994,0,0.27969217
2730,292,how old julio cesar chavez when he fought de la hoya,33 year old,hold record successful consecutive defense world title 27 title fight 37 title-fight victory 31 joe louis 23 title defense knockout 21,0,0.2771368
2731,292,how old julio cesar chavez when he fought de la hoya,33 year old,chavez also longest undefeated streak boxing history 13 year,0,0.366691
2732,292,how old julio cesar chavez when he fought de la hoya,33 year old,record 89-0-1 going first loss frankie randall 87 fight win streak `` draw `` whitaker,0,0.325739
2733,292,how old julio cesar chavez when he fought de la hoya,33 year old,julio cesar chavez known outstanding punching power devastating body attack remarkably strong chin relentless stalking opponent,0,0.045035582
2734,292,how old julio cesar chavez when he fought de la hoya,33 year old,rank 24 espn 's 50 greatest boxer time,0,0.30511695
2735,292,how old julio cesar chavez when he fought de la hoya,33 year old,december 7 2010 inducted prestigious international boxing hall fame class 2011,0,0.1919676
2736,292,how old julio cesar chavez when he fought de la hoya,33 year old,father prospect omar chavez former wbc middleweight champion julio cesar chavez jr,0,0.2995953
2737,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,selektion judenrampe auschwitz may/june 1944,0,-0.05881932
2738,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,sent right meant slave labor left gas chamber,0,0.22158772
2739,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,image show arrival hungarian jew carpatho-ruthenia many berehov ghetto,0,0.4031975
2740,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,photographer ernst hofmann bernhard walter s image courtesy yad vashem,0,0.061656483
2741,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,holocaust greek holos `` whole `` kaustos `` burnt `` also known shoah hebrew hashoah `` catastrophe `` yiddish churben hurban hebrew `` destruction `` mass murder genocide approximately six million jew world war ii programme systematic state-sponsored murder nazi germany led adolf hitler nazi party throughout german-occupied territory,0,0.61945724
2742,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,nine million jew resided europe holocaust approximately two-thirds killed,0,0.72200257
2743,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,1,1.0
2744,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,"network 40,000 facility germany german-occupied territory used concentrate hold kill jew victim",0,0.5101739
2745,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,scholar argue mass murder romani people disability included definition use common noun `` holocaust `` describe nazi mass murder including soviet prisoner war polish soviet civilian homosexual,0,0.5283652
2746,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,recent estimate based figure obtained since fall soviet union indicates ten eleven million civilian prisoner war intentionally murdered nazi regime,0,0.60143185
2747,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,persecution genocide carried stage,0,0.20938163
2748,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,various law remove jew civil society prominently nuremberg law enacted germany year outbreak world war ii,0,0.5119152
2749,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,concentration camp established inmate subjected slave labor died exhaustion disease,0,0.35828874
2750,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,germany conquered new territory eastern europe specialized unit called einsatzgruppen murdered jew political opponent mass shooting,0,0.5156676
2751,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,occupier required jew romani confined overcrowded ghetto transported freight train extermination camp survived journey systematically killed gas chamber,0,0.43623844
2752,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,every arm germany 's bureaucracy involved logistics led genocide turning third reich one holocaust scholar called `` genocidal state ``,0,0.5006486
2753,294,How many wide is the state of virginia,200 mile,virginia officially commonwealth virginia you.s state located south atlantic region united state,0,0.15602759
2754,294,How many wide is the state of virginia,200 mile,virginia nicknamed `` old dominion `` `` mother president `` eight you.s president born,0,0.108672716
2755,294,How many wide is the state of virginia,200 mile,geography climate commonwealth shaped blue ridge mountain chesapeake bay provide habitat much flora fauna,0,-0.030866636
2756,294,How many wide is the state of virginia,200 mile,capital commonwealth richmond virginia beach populous city,0,0.21088837
2757,294,How many wide is the state of virginia,200 mile,fairfax county populous political subdivision,0,0.3371901
2758,294,How many wide is the state of virginia,200 mile,wealthiest loudoun county,0,0.48685578
2759,294,How many wide is the state of virginia,200 mile,commonwealth 's population eight million,0,0.4489457
2760,294,How many wide is the state of virginia,200 mile,area 's history begin several indigenous group including powhatan,0,0.224914
2761,294,How many wide is the state of virginia,200 mile,1607 london company established colony virginia first permanent new world english colony,0,0.15532342
2762,294,How many wide is the state of virginia,200 mile,slave labor land acquired displaced native american tribe played significant role colony 's early politics plantation economy,0,-0.1326611
2763,294,How many wide is the state of virginia,200 mile,virginia one 13 colony american revolution joined confederacy american civil war richmond made confederate capital virginia 's northwestern county seceded form state west virginia,0,0.012171921
2764,294,How many wide is the state of virginia,200 mile,although commonwealth conservative single-party rule nearly century following reconstruction major national party competitive modern virginia,0,0.061315913
2765,294,How many wide is the state of virginia,200 mile,virginia general assembly oldest legislature western hemisphere,0,0.12736031
2766,294,How many wide is the state of virginia,200 mile,state government repeatedly ranked effective pew center state,0,0.082639955
2767,294,How many wide is the state of virginia,200 mile,unique treat city county equally manages local road prohibits governor serving consecutive term,0,0.003552552
2768,294,How many wide is the state of virginia,200 mile,virginia 's economy many sector agriculture shenandoah valley federal agency northern virginia including headquarters department defense cia military facility hampton road site region 's main seaport,0,-0.09278828
2769,294,How many wide is the state of virginia,200 mile,virginia 's public school many college university contributed growing medium technology sector,0,0.020001981
2770,294,How many wide is the state of virginia,200 mile,result computer chip become state 's leading export,0,0.1294108
2771,295,how did John F. Kennedy die?,november 22 1963,john fitzgerald `` jack `` kennedy may 29 1917 - november 22 1963 often referred initial jfk 35th president united state serving 1961 death 1963,0,0.36078492
2772,295,how did John F. Kennedy die?,november 22 1963,military service commander motor torpedo boat pt-109 pt-59 world war ii south pacific kennedy represented massachusetts 11th congressional district you.s house representative 1947 1953 democrat,0,0.11093154
2773,295,how did John F. Kennedy die?,november 22 1963,thereafter served you.s senate 1953 1960,0,0.62295026
2774,295,how did John F. Kennedy die?,november 22 1963,kennedy defeated vice president republican candidate richard nixon 1960 you.s presidential election,0,0.27443132
2775,295,how did John F. Kennedy die?,november 22 1963,43 year age youngest elected office second-youngest president theodore roosevelt first person born 20th century serve president,0,0.31797528
2776,295,how did John F. Kennedy die?,november 22 1963,catholic kennedy non- protestant president president pulitzer prize,0,0.21535102
2777,295,how did John F. Kennedy die?,november 22 1963,event presidency included bay pig invasion cuban missile crisis building berlin wall space race african-american civil right movement early stage vietnam war,0,-0.008979197
2778,295,how did John F. Kennedy die?,november 22 1963,therein kennedy increased number military adviser special operation force helicopter effort curb spread communism south east asia,0,0.004762207
2779,295,how did John F. Kennedy die?,november 22 1963,kennedy administration adopted policy strategic hamlet program implemented south vietnamese government,0,0.15523066
2780,295,how did John F. Kennedy die?,november 22 1963,involved certain forced relocation village internment segregation rural south vietnamese northern southern communist insurgent,0,0.013798168
2781,295,how did John F. Kennedy die?,november 22 1963,kennedy assassinated november 22 1963 dallas texas,1,0.6349427
2782,295,how did John F. Kennedy die?,november 22 1963,lee harvey oswald charged crime shot killed jack ruby two day later trial could take place,0,0.12378058
2783,295,how did John F. Kennedy die?,november 22 1963,fbi warren commission officially concluded oswald lone assassin,0,0.26751405
2784,295,how did John F. Kennedy die?,november 22 1963,however united state house select committee assassination hsca concluded investigation flawed kennedy probably assassinated result conspiracy,0,0.064216495
2785,295,how did John F. Kennedy die?,november 22 1963,however abc news investigation kennedy assassination beyond conspiracy confirmed finding warren commission concluded oswald acted alone,0,0.06630507
2786,295,how did John F. Kennedy die?,november 22 1963,kennedy 's controversial department defense tfx fighter bomber program led congressional investigation lasted 1963 1970,0,0.2801876
2787,295,how did John F. Kennedy die?,november 22 1963,since 1960s information concerning kennedy 's private life come light,0,0.33257657
2788,295,how did John F. Kennedy die?,november 22 1963,detail kennedy 's health problem struggled become better known especially since 1990s,0,0.17452288
2789,295,how did John F. Kennedy die?,november 22 1963,although initially kept secret general public report kennedy 's philandering garnered much press,0,0.13501717
2790,295,how did John F. Kennedy die?,november 22 1963,kennedy rank highly public opinion rating you.s president,0,0.25835907
2791,296,how many members are in the house of representatives,435,united state house representative one two house united state congress bicameral legislature,0,0.111027345
2792,296,how many members are in the house of representatives,435,frequently referred house,0,0.52603906
2793,296,how many members are in the house of representatives,435,house senate,0,0.60466367
2794,296,how many members are in the house of representatives,435,composition power house established article one united state constitution,0,0.071468174
2795,296,how many members are in the house of representatives,435,major power house pas federal legislation affect entire country although bill must also passed senate agreed you.s president becoming law unless house senate re-pass legislation two-thirds majority chamber,0,-0.21572098
2796,296,how many members are in the house of representatives,435,house several exclusive power power initiate revenue bill impeach official elect you.s president case majority electoral college,0,-0.11316257
2797,296,how many members are in the house of representatives,435,you.s state represented house proportion population entitled least one representative,0,0.053079214
