,Group_NR,Question,Sentence,Answer,Label,Similarity_score
2751,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,occupier required jew romani confined overcrowded ghetto transported freight train extermination camp survived journey systematically killed gas chamber,0,0.31687123
2752,293,how many people were killed in the holocaust,one million jewish child killed holocaust approximately two million jewish woman three million jewish men,every arm germany s bureaucracy involved logistics led genocide turning third reich one holocaust scholar called  genocidal state ,0,0.42730051
2753,294,How many wide is the state of virginia,200 mile,virginia officially commonwealth virginia you.s state located south atlantic region united state,0,0.14292890
2754,294,How many wide is the state of virginia,200 mile,virginia nicknamed  old dominion   mother president  eight you.s president born,0,0.06595337
2755,294,How many wide is the state of virginia,200 mile,geography climate commonwealth shaped blue ridge mountain chesapeake bay provide habitat much flora fauna,0,0.12537447
2756,294,How many wide is the state of virginia,200 mile,capital commonwealth richmond virginia beach populous city,0,0.06885279
2757,294,How many wide is the state of virginia,200 mile,fairfax county populous political subdivision,0,0.03250706
2758,294,How many wide is the state of virginia,200 mile,wealthiest loudoun county,0,0.09101324
2759,294,How many wide is the state of virginia,200 mile,commonwealth s population eight million,0,0.03218243
2760,294,How many wide is the state of virginia,200 mile,area s history begin several indigenous group including powhatan,0,-0.04504074
2761,294,How many wide is the state of virginia,200 mile,1607 london company established colony virginia first permanent new world english colony,0,0.08934720
2762,294,How many wide is the state of virginia,200 mile,slave labor land acquired displaced native american tribe played significant role colony s early politics plantation economy,0,-0.04164388
2763,294,How many wide is the state of virginia,200 mile,virginia one 13 colony american revolution joined confederacy american civil war richmond made confederate capital virginia s northwestern county seceded form state west virginia,0,0.06158302
2764,294,How many wide is the state of virginia,200 mile,although commonwealth conservative singleparty rule nearly century following reconstruction major national party competitive modern virginia,0,-0.04747981
2765,294,How many wide is the state of virginia,200 mile,virginia general assembly oldest legislature western hemisphere,0,-0.03309134
2766,294,How many wide is the state of virginia,200 mile,state government repeatedly ranked effective pew center state,0,-0.03548460
2767,294,How many wide is the state of virginia,200 mile,unique treat city county equally manages local road prohibits governor serving consecutive term,0,0.01517303
2768,294,How many wide is the state of virginia,200 mile,virginia s economy many sector agriculture shenandoah valley federal agency northern virginia including headquarters department defense cia military facility hampton road site region s main seaport,0,0.08292060
2769,294,How many wide is the state of virginia,200 mile,virginia s public school many college university contributed growing medium technology sector,0,-0.02305247
2770,294,How many wide is the state of virginia,200 mile,result computer chip become state s leading export,0,-0.06948142
2771,295,how did John F. Kennedy die?,november 22 1963,john fitzgerald  jack  kennedy may 29 1917  november 22 1963 often referred initial jfk 35th president united state serving 1961 death 1963,0,0.64320362
2772,295,how did John F. Kennedy die?,november 22 1963,military service commander motor torpedo boat pt109 pt59 world war ii south pacific kennedy represented massachusetts 11th congressional district you.s house representative 1947 1953 democrat,0,0.32449907
2773,295,how did John F. Kennedy die?,november 22 1963,thereafter served you.s senate 1953 1960,0,0.38399270
2774,295,how did John F. Kennedy die?,november 22 1963,kennedy defeated vice president republican candidate richard nixon 1960 you.s presidential election,0,0.42199153
2775,295,how did John F. Kennedy die?,november 22 1963,43 year age youngest elected office secondyoungest president theodore roosevelt first person born 20th century serve president,0,0.19990833
2776,295,how did John F. Kennedy die?,november 22 1963,catholic kennedy non protestant president president pulitzer prize,0,0.25682124
2777,295,how did John F. Kennedy die?,november 22 1963,event presidency included bay pig invasion cuban missile crisis building berlin wall space race africanamerican civil right movement early stage vietnam war,0,0.34961462
2778,295,how did John F. Kennedy die?,november 22 1963,therein kennedy increased number military adviser special operation force helicopter effort curb spread communism south east asia,0,0.19587180
2779,295,how did John F. Kennedy die?,november 22 1963,kennedy administration adopted policy strategic hamlet program implemented south vietnamese government,0,0.13061559
2780,295,how did John F. Kennedy die?,november 22 1963,involved certain forced relocation village internment segregation rural south vietnamese northern southern communist insurgent,0,0.10525295
2781,295,how did John F. Kennedy die?,november 22 1963,kennedy assassinated november 22 1963 dallas texas,1,0.72241127
2782,295,how did John F. Kennedy die?,november 22 1963,lee harvey oswald charged crime shot killed jack ruby two day later trial could take place,0,0.35497010
2783,295,how did John F. Kennedy die?,november 22 1963,fbi warren commission officially concluded oswald lone assassin,0,0.31817722
2784,295,how did John F. Kennedy die?,november 22 1963,however united state house select committee assassination hsca concluded investigation flawed kennedy probably assassinated result conspiracy,0,0.26704645
2785,295,how did John F. Kennedy die?,november 22 1963,however abc news investigation kennedy assassination beyond conspiracy confirmed finding warren commission concluded oswald acted alone,0,0.26157239
2786,295,how did John F. Kennedy die?,november 22 1963,kennedy s controversial department defense tfx fighter bomber program led congressional investigation lasted 1963 1970,0,0.42919359
2787,295,how did John F. Kennedy die?,november 22 1963,since 1960s information concerning kennedy s private life come light,0,0.39714208
2788,295,how did John F. Kennedy die?,november 22 1963,detail kennedy s health problem struggled become better known especially since 1990s,0,0.17123410
2789,295,how did John F. Kennedy die?,november 22 1963,although initially kept secret general public report kennedy s philandering garnered much press,0,0.25501877
2790,295,how did John F. Kennedy die?,november 22 1963,kennedy rank highly public opinion rating you.s president,0,0.17038435
2791,296,how many members are in the house of representatives,435,united state house representative one two house united state congress bicameral legislature,0,0.09738350
2792,296,how many members are in the house of representatives,435,frequently referred house,0,0.12759614
2793,296,how many members are in the house of representatives,435,house senate,0,0.20709811
2794,296,how many members are in the house of representatives,435,composition power house established article one united state constitution,0,0.08652823
2795,296,how many members are in the house of representatives,435,major power house pas federal legislation affect entire country although bill must also passed senate agreed you.s president becoming law unless house senate repass legislation twothirds majority chamber,0,0.05759414
2796,296,how many members are in the house of representatives,435,house several exclusive power power initiate revenue bill impeach official elect you.s president case majority electoral college,0,0.12288552
2797,296,how many members are in the house of representatives,435,you.s state represented house proportion population entitled least one representative,0,0.19117868
2798,296,how many members are in the house of representatives,435,populous state california currently 53 representative,0,0.34263003
2799,296,how many members are in the house of representatives,435,total number voting representative fixed law 435,1,0.62880087
2800,296,how many members are in the house of representatives,435,representative serf twoyear term,0,0.19776443
2801,296,how many members are in the house of representatives,435,speaker united state house representative presides chamber elected member house therefore traditionally leader house democratic caucus house republican conference whichever party voting member,0,0.02159808
2802,296,how many members are in the house of representatives,435,house meet south wing united state capitol,0,0.13773376
2803,297,what can silk be used for,woven textile,four important domesticated silk moth,0,0.41073012
2804,297,what can silk be used for,woven textile,top bottom bombyx mori hyalophora cecropia antheraea pernyi samia cynthia,0,0.15594368
2805,297,what can silk be used for,woven textile,meyers konversationslexikon 18851892,0,0.14616135
2806,297,what can silk be used for,woven textile,silkproducing raspy cricket,0,0.40280089
2807,297,what can silk be used for,woven textile,silk natural protein fibre form woven textile,1,0.73724759
2808,297,what can silk be used for,woven textile,protein fibre silk composed mainly fibroin produced certain insect larva form cocoon,0,0.42692751
2809,297,what can silk be used for,woven textile,bestknown type silk obtained cocoon larva mulberry silkworm bombyx mori reared captivity sericulture,0,0.34483552
2810,297,what can silk be used for,woven textile,shimmering appearance silk due triangular prism like structure silk fibre allows silk cloth refract incoming light different angle thus producing different color,0,0.54075843
2811,297,what can silk be used for,woven textile,silk produced several insect generally silk moth caterpillar used textile manufacturing,0,0.54521728
2812,297,what can silk be used for,woven textile,research silk differ molecular level,0,0.42557314
2813,297,what can silk be used for,woven textile,many silk mainly produced larva insect undergoing complete metamorphosis adult insect webspinners produce silk insect raspy cricket produce silk throughout life,0,0.33595243
2814,297,what can silk be used for,woven textile,silk production also occurs hymenoptera bee wasp ant silverfish mayfly thrip leafhopper beetle lacewing flea fly midge,0,0.34733701
2815,297,what can silk be used for,woven textile,type arthropod produce silk notably various arachnid spider see spider silk,0,0.35937598
2816,298,what channel is letterman on,cbs,late show david letterman american latenight talk show hosted david letterman cbs,1,0.33299980
2817,298,what channel is letterman on,cbs,show debuted august 30 1993 produced letterman s production company worldwide pant incorporated,0,0.19553061
2818,298,what channel is letterman on,cbs,show s music director bandleader house band cbs orchestra paul shaffer,0,0.36698985
2819,298,what channel is letterman on,cbs,head writer matt robert announcer alan kalter,0,0.29649922
2820,298,what channel is letterman on,cbs,major you.s latenight program late show rank second cumulative average viewer time third number episode time,0,0.31569982
2821,298,what channel is letterman on,cbs,show lead late night show ad revenue 271 million 2009,0,0.16483244
2822,298,what channel is letterman on,cbs,you.s market show air 11:35 p.m. eastern/pacific time recorded monday wednesday 4:30 p.m. thursday 3:30 p.m 6:00 p.m,0,0.33395666
2823,298,what channel is letterman on,cbs,second thursday episode usually air friday week,0,0.28706354
2824,298,what channel is letterman on,cbs,2002 late show david letterman ranked 7 tv guide s 50 greatest tv show time,0,0.27708593
2825,298,what channel is letterman on,cbs,cbs contract worldwide pant continue show 2014 letterman surpass johnny carson longest tenured latenight talk show host,0,0.24953310
2826,299,what does uncle sam represent to the american people,common national personification american government,j. m. flagg s 1917 poster based original british lord kitchener poster three year earlier used recruit soldier world war world war ii,0,0.08484806
2827,299,what does uncle sam represent to the american people,common national personification american government,flagg used modified version face uncle sam veteran walter botts provided pose,0,0.09456499
2828,299,what does uncle sam represent to the american people,common national personification american government,uncle sam initial you.s common national personification american government according legend came use war 1812 supposedly named samuel wilson,1,0.61570412
2829,299,what does uncle sam represent to the american people,common national personification american government,first use uncle sam literature 1816 allegorical book  adventure uncle sam search lost honor  frederick augustus fidfaddy esq uncle sam mentioned early 1775 original  yankee doodle  lyric revolutionary war,0,0.13950716
2830,299,what does uncle sam represent to the american people,common national personification american government,clear whether reference uncle sam metaphor united state,0,0.26692361
2831,299,what does uncle sam represent to the american people,common national personification american government,lyric whole clearly deride military effort young nation besieging british boston,0,0.15962569
2832,299,what does uncle sam represent to the american people,common national personification american government,13th stanza,0,0.04843482
2833,299,what does uncle sam represent to the american people,common national personification american government,old uncle sam come change,0,0.11000631
2834,299,what does uncle sam represent to the american people,common national personification american government,pancake onion,0,0.14369534
2835,299,what does uncle sam represent to the american people,common national personification american government, lass cake carry home,0,0.13824877
2836,299,what does uncle sam represent to the american people,common national personification american government,give wife young one,0,0.05663311
2837,300,what does karma mean in buddhism,buddhist theory action result karmaphala fundamental much buddhist doctrine provides coherent model functioning world being turn form doctrinal basis buddhist explanation path liberation world result nirvana,karma sanskrit also karman pali kamma mean  action    whatever one say think karma,1,0.54092455
2838,300,what does karma mean in buddhism,buddhist theory action result karmaphala fundamental much buddhist doctrine provides coherent model functioning world being turn form doctrinal basis buddhist explanation path liberation world result nirvana,buddhism term karma used specifically action spring intention sanskrit cetana pali cetana unenlightened,1,0.59138894
2839,300,what does karma mean in buddhism,buddhist theory action result karmaphala fundamental much buddhist doctrine provides coherent model functioning world being turn form doctrinal basis buddhist explanation path liberation world result nirvana,bring fruit sanskrit pali phala result s. p. vipaka two often used together vipakaphala either within present life context future rebirth,0,0.37819883
2840,300,what does karma mean in buddhism,buddhist theory action result karmaphala fundamental much buddhist doctrine provides coherent model functioning world being turn form doctrinal basis buddhist explanation path liberation world result nirvana,indian religion different view karma,0,0.51881164
2841,300,what does karma mean in buddhism,buddhist theory action result karmaphala fundamental much buddhist doctrine provides coherent model functioning world being turn form doctrinal basis buddhist explanation path liberation world result nirvana,karma engine drive wheel cycle uncontrolled rebirth s. p .,0,0.31470194
2842,300,what does karma mean in buddhism,buddhist theory action result karmaphala fundamental much buddhist doctrine provides coherent model functioning world being turn form doctrinal basis buddhist explanation path liberation world result nirvana,early text however causal mechanism influencing life sentient being,0,0.35436717
2843,300,what does karma mean in buddhism,buddhist theory action result karmaphala fundamental much buddhist doctrine provides coherent model functioning world being turn form doctrinal basis buddhist explanation path liberation world result nirvana,one scholar state  buddhist theory action result karmaphala fundamental much buddhist doctrine provides coherent model functioning world being turn form doctrinal basis buddhist explanation path liberation world result nirvana ,1,0.98998779
2844,301,what do cyberstalkers do,use internet electronic mean stalk harass individual group individual organization,cyberstalking use internet electronic mean stalk harass individual group individual organization,1,0.89723486
2845,301,what do cyberstalkers do,use internet electronic mean stalk harass individual group individual organization,may include making false accusation statement fact defamation monitoring making threat identity theft damage data equipment solicitation minor sex gathering information may used harass,0,0.41423288
2846,301,what do cyberstalkers do,use internet electronic mean stalk harass individual group individual organization,definition  harassment  must meet criterion reasonable person possession information would regard sufficient another reasonable person distress,0,0.25093174
2847,301,what do cyberstalkers do,use internet electronic mean stalk harass individual group individual organization,cyberstalking different spatial offline stalking occurs use electronic communication technology internet,0,0.48882708
2848,301,what do cyberstalkers do,use internet electronic mean stalk harass individual group individual organization,however sometimes lead accompanied,0,0.19356185
2849,301,what do cyberstalkers do,use internet electronic mean stalk harass individual group individual organization,criminal offense,0,0.04830064
2850,301,what do cyberstalkers do,use internet electronic mean stalk harass individual group individual organization,cyberstalking share important characteristic offline stalking,0,0.49583825
2851,301,what do cyberstalkers do,use internet electronic mean stalk harass individual group individual organization,many stalker  online  motivated desire control victim,0,0.43885645
2852,301,what do cyberstalkers do,use internet electronic mean stalk harass individual group individual organization,cyberstalker may online stranger person target know,0,0.44696158
2853,301,what do cyberstalkers do,use internet electronic mean stalk harass individual group individual organization,cyberstalker may anonymous may solicit involvement people online even know target,0,0.57716584
2854,301,what do cyberstalkers do,use internet electronic mean stalk harass individual group individual organization,cyberstalking criminal offense come play state antistalking law slander law harassment law,0,0.32092050
2855,301,what do cyberstalkers do,use internet electronic mean stalk harass individual group individual organization,cyberstalking conviction result restraining order probation even criminal penalty assailant including jail,0,0.23104878
2856,302,how do insulin syringes work,plunger pulled pushed along inside cylindrical tube called barrel allowing syringe take expel liquid gas open end tube,typical medical syringe needle,0,0.43826532
2857,302,how do insulin syringes work,plunger pulled pushed along inside cylindrical tube called barrel allowing syringe take expel liquid gas open end tube,syringe simple pump consisting plunger fit tightly tube,0,0.65816218
2858,302,how do insulin syringes work,plunger pulled pushed along inside cylindrical tube called barrel allowing syringe take expel liquid gas open end tube,plunger pulled pushed along inside cylindrical tube called barrel allowing syringe take expel liquid gas open end tube,1,0.99999976
2859,302,how do insulin syringes work,plunger pulled pushed along inside cylindrical tube called barrel allowing syringe take expel liquid gas open end tube,open end syringe may fitted hypodermic needle nozzle tubing help direct flow barrel,0,0.62451100
2860,302,how do insulin syringes work,plunger pulled pushed along inside cylindrical tube called barrel allowing syringe take expel liquid gas open end tube,syrinx often used administer injection insert intravenous drug bloodstream apply compound glue lubricant measure liquid,0,0.23875500
2861,302,how do insulin syringes work,plunger pulled pushed along inside cylindrical tube called barrel allowing syringe take expel liquid gas open end tube,word  syringe  derived greek surigx syrinx  tube  via backformation new singular greektype plural  syrinx  surigges syrinx,0,0.23099740
2862,303,what kind a is tilapia,hundred specie cichlid fish tilapiine cichlid tribe,tilapia common name nearly hundred specie cichlid fish tilapiine cichlid tribe,1,0.90146381
2863,303,what kind a is tilapia,hundred specie cichlid fish tilapiine cichlid tribe,tilapia mainly freshwater fish inhabiting shallow stream pond river lake le commonly found living brackish water,0,0.51641798
2864,303,what kind a is tilapia,hundred specie cichlid fish tilapiine cichlid tribe,historically major importance artisan fishing africa levant increasing importance aquaculture,0,0.34701478
2865,303,what kind a is tilapia,hundred specie cichlid fish tilapiine cichlid tribe,tilapia become problematic invasive specie new warmwater habitat whether deliberately accidentally introduced generally temperate climate due inability survive cooler water,0,0.36133927
2866,304,what cat has the longest life span,burmese,maximum life span refers measure maximum amount time one member population observed survive birth death,0,0.05487817
2867,304,what cat has the longest life span,burmese,term also denote estimate maximum amount time member given specie could survive life death provided circumstance optimal longevity,0,0.06745970
2868,304,what cat has the longest life span,burmese,living specie least one upper limit number time cell divide,0,-0.01430729
2869,304,what cat has the longest life span,burmese,human called hayflick limit although number cell division strictly control lifespan nondividing cell dividing cell lived 120 year oldest known human,0,0.03520920
2870,304,how many airports in israel,3,list israeli airport sorted location,0,0.09004972
2871,304,how many airports in israel,3,entrance ovda airport,0,-0.06837702
2872,304,how many airports in israel,3,terminal 3 ben gurion,0,0.08382992
2873,304,how many airports in israel,3,plane landing beer sheva teyman,0,0.08081089
2874,304,how many airports in israel,3,eilat airport,0,0.13696341
2875,305,how did david carradine die,auto-erotic asphyxiation,david carradine born john arthur carradine december 8 1936  june 3 2009 american actor martial artist best known leading role warrior monk kwai chang caine 1970s television series kung fu,0,-0.03116990
2876,305,how did david carradine die,auto-erotic asphyxiation,member productive acting family began father john carradine,0,0.02002076
2877,305,how did david carradine die,auto-erotic asphyxiation,acting career included major minor role stage television cinema spanned four decade,0,-0.00206185
2878,305,how did david carradine die,auto-erotic asphyxiation,prolific  b  movie actor appeared 100 feature film nominated four time golden globe award,0,-0.04395581
2879,305,how did david carradine die,auto-erotic asphyxiation,last nomination title role quentin tarantino s kill bill,0,0.13083962
2880,305,how did david carradine die,auto-erotic asphyxiation,film featured carradine continued released death,0,0.16086780
2881,305,how did david carradine die,auto-erotic asphyxiation,posthumous credit variety genre including horror action western martial art drama science fiction documentary,0,0.20291328
2882,305,how did david carradine die,auto-erotic asphyxiation,addition acting career carradine also musician pursued directing career,0,0.00392723
2883,305,how did david carradine die,auto-erotic asphyxiation,influenced popular acting role studied martial art,0,0.05904324
2884,305,how did david carradine die,auto-erotic asphyxiation,son frequently married actor unstable childhood,0,0.11224664
2885,305,how did david carradine die,auto-erotic asphyxiation,instability would continue throughout life married five time,0,0.16715395
2886,305,how did david carradine die,auto-erotic asphyxiation,also frequently arrested prosecuted variety offense often involved substance abuse,0,0.12498461
2887,305,how did david carradine die,auto-erotic asphyxiation,died june 3 2009 apparently autoerotic asphyxiation,1,0.64947706
2888,306,what freezes faster? hot or cold water?,warmer water,mpemba effect named tanzanian student erasto mpemba assertion warmer water freeze faster colder water,1,0.44217938
2889,306,what freezes faster? hot or cold water?,warmer water,although anecdotal support effect agreement exactly effect circumstance occurs,0,-0.04288098
2890,306,what freezes faster? hot or cold water?,warmer water,report similar phenomenon since ancient time although insufficient detail claim replicated,0,0.03755914
2891,306,what freezes faster? hot or cold water?,warmer water,phenomenon seems contrary thermodynamics number possible explanation effect proposed,0,0.17875971
2892,306,what freezes faster? hot or cold water?,warmer water,investigation need decide precise definition  freezing  control vast number starting parameter order confirm explain effect,0,0.07223112
2893,307,how many qfc stores are there,64,quality food center qfc supermarket chain based bellevue washington 64 store puget sound region washington state portland oregon metropolitan area,1,0.04910942
2894,308,what affects the money supply,long-term price inflation,economics money supply money stock total amount monetary asset available economy specific time,0,0.25361806
2895,308,what affects the money supply,long-term price inflation,several way define  money  standard measure usually include currency circulation demand deposit depositor easily accessed asset book financial institution,0,0.09167619
2896,308,what affects the money supply,long-term price inflation,money supply data recorded published usually government central bank country,0,0.13196515
2897,308,what affects the money supply,long-term price inflation,public private sector analyst long monitored change money supply effect price level inflation exchange rate business cycle,0,0.52628499
2898,308,what affects the money supply,long-term price inflation,relation money price historically associated quantity theory money,0,0.31054920
2899,308,what affects the money supply,long-term price inflation,strong empirical evidence direct relation moneysupply growth longterm price inflation least rapid increase amount money economy,1,0.59884536
2900,308,what affects the money supply,long-term price inflation,country zimbabwe saw rapid increase money supply also saw rapid increase price hyperinflation,0,0.41443092
2901,308,what affects the money supply,long-term price inflation,one reason reliance monetary policy mean controlling inflation,0,0.41274345
2902,308,what affects the money supply,long-term price inflation,nature causal chain subject contention,0,0.05612971
2903,308,what affects the money supply,long-term price inflation,heterodox economist argue money supply endogenous determined working economy central bank source inflation must found distributional structure economy,0,0.43033251
2904,308,what affects the money supply,long-term price inflation,addition economist seeing central bank s control money supply feeble say two weak link growth money supply inflation rate,0,0.46090534
2905,308,what affects the money supply,long-term price inflation,first aftermath recession many resource underutilized increase money supply sustained increase real production instead inflation,0,0.46884236
2906,308,what affects the money supply,long-term price inflation,second velocity money i.e . ratio nominal gdp money supply change increase money supply could either effect exaggerated effect unpredictable effect growth nominal gdp,0,0.35014006
2907,309,how many universities are in the united states,approximately 5300,education united state mainly provided public sector control funding coming three level local state federal order,0,-0.00271029
2908,309,how many universities are in the united states,approximately 5300,child education compulsory also large number wide variety higher education institution throughout country one choose attend publicly privately administered,0,0.03744134
2909,309,how many universities are in the united states,approximately 5300,public education universally available,0,0.04427935
2910,309,how many universities are in the united states,approximately 5300,school curriculum funding teaching employment policy set locally elected school board jurisdiction school district many directive state legislature,0,-0.00062739
2911,309,how many universities are in the united states,approximately 5300,school district usually separate local jurisdiction independent official budget,0,0.09972163
2912,309,how many universities are in the united states,approximately 5300,educational standard standardized testing decision usually made state government,0,-0.02276494
2913,309,how many universities are in the united states,approximately 5300,age compulsory education vary state,0,0.01022855
2914,309,how many universities are in the united states,approximately 5300,begin age five eight end age fourteen eighteen,0,0.10271150
2915,309,how many universities are in the united states,approximately 5300,compulsory education requirement generally satisfied educating child public school statecertified private school approved home school program,0,0.03373374
2916,309,how many universities are in the united states,approximately 5300,public private school education divided three level elementary school middle school sometimes called junior high school high school sometimes referred secondary education,0,0.00452970
2917,309,how many universities are in the united states,approximately 5300,almost school level child divided age group grade ranging kindergarten followed first grade youngest child elementary school twelfth grade final year high school,0,0.12328518
2918,309,how many universities are in the united states,approximately 5300,exact age range student grade level varies slightly area area,0,0.18670525
2919,309,how many universities are in the united states,approximately 5300,postsecondary education better known  college  united state generally governed separately elementary high school system described separate section,0,0.02077046
2920,309,how many universities are in the united states,approximately 5300,government supported free public school started established revolution expanded 19th century result effort men like horace mann booker t. washington,0,-0.12502839
2921,309,how many universities are in the united states,approximately 5300,1870 state free elementary school albeit urban center,0,0.02783411
2922,309,how many universities are in the united states,approximately 5300,20th century drew nearer state started passing law make schooling compulsory 1910 72 percent child attended school,0,-0.06808355
2923,309,how many universities are in the united states,approximately 5300,private school continued spread time well college and  in rural center  land grant college,0,0.01364222
2924,309,how many universities are in the united states,approximately 5300,year 1910 also saw first true high school,0,0.03579400
2925,309,how many universities are in the united states,approximately 5300,rest 20th century educational effort centered reducing inequality schooling system,0,-0.01737365
2926,309,how many universities are in the united states,approximately 5300,landmark supreme court case brown v. board education made desegregation elementary high school national priority pell grant program helped poor minority gain access college,0,-0.00221889
2927,309,how many universities are in the united states,approximately 5300,special education made federal law 1975,0,0.02406408
2928,309,how many universities are in the united states,approximately 5300,elementary secondary education act 1965 made standardized testing requirement 1983 commission established evaluate result propose course action,0,-0.01517688
2929,309,how many universities are in the united states,approximately 5300,resulting child left behind act 2001 controversial goal proved unrealistic,0,-0.00423178
2930,309,how many universities are in the united states,approximately 5300,commission established 2006 evaluated higher education recommendation yet fully implemented,0,0.08706889
2931,310,how many stories is an imax,8,logo imax,0,0.15479161
2932,310,how many stories is an imax,8,warren theatre imax cinema wichita kansa usa 601 seat,0,0.06987968
2933,310,how many stories is an imax,8,comparison 35 mm 15/70 mm negative area,0,0.03647147
2934,310,how many stories is an imax,8,imax abbreviation image maximum motion picture film format set cinema projection standard created canadian company imax corporation,0,0.08543774
2935,310,how many stories is an imax,8,imax capacity record display image far greater size resolution conventional film system,0,0.03790804
2936,310,how many stories is an imax,8,since 2002 feature film converted upgraded imax format display imax theatre also partially shot imax,0,0.04985729
2937,310,how many stories is an imax,8,imax widely used system specialvenue film presentation,0,0.03757191
2938,310,how many stories is an imax,8,697 imax theatre 52 country,0,0.30583221
2939,311,how is today special?,today 's special canadian child 's television show produced clive vanderburgh tvontario 1981 1987,today s special canadian child s television show produced clive vanderburgh tvontario 1981 1987,1,0.98734546
2940,311,how is today special?,today 's special canadian child 's television show produced clive vanderburgh tvontario 1981 1987,also ran nickelodeon faith value channel/odyssey hallmark channel well many pb station throughout united state,0,0.17806467
2941,311,how is today special?,today 's special canadian child 's television show produced clive vanderburgh tvontario 1981 1987,set department store based flagship location defunct simpson s toronto,0,0.07935081
2942,311,how is today special?,today 's special canadian child 's television show produced clive vanderburgh tvontario 1981 1987,many sequence shot queen street west yonge street store hour,0,0.06017782
2943,312,What Causes Brain Freeze,something cold touch roof mouth palate believed result nerve response causing rapid constriction swelling blood vessel `` referring `` pain roof mouth head,icecream headache also known brain freeze coldstimulus headache given scientific name sphenopalatine ganglioneuralgia meaning  nerve pain sphenopalatine ganglion  form brief cranial pain headache commonly associated consumption particularly quick consumption cold beverage food ice cream ice pop,0,0.48041552
2944,312,What Causes Brain Freeze,something cold touch roof mouth palate believed result nerve response causing rapid constriction swelling blood vessel `` referring `` pain roof mouth head,caused something cold touch roof mouth palate believed result nerve response causing rapid constriction swelling blood vessel  referring  pain roof mouth head,1,0.97851670
2945,312,What Causes Brain Freeze,something cold touch roof mouth palate believed result nerve response causing rapid constriction swelling blood vessel `` referring `` pain roof mouth head,rate intake cold food studied contributing factor,0,0.13977736
2946,312,What Causes Brain Freeze,something cold touch roof mouth palate believed result nerve response causing rapid constriction swelling blood vessel `` referring `` pain roof mouth head,people experience  brain freeze  similar symptom,0,0.44873828
2947,312,What Causes Brain Freeze,something cold touch roof mouth palate believed result nerve response causing rapid constriction swelling blood vessel `` referring `` pain roof mouth head,term icecream headache use since least 31 january 1937 contained journal entry rebecca timbre published 1939 book ask utopia quaker family soviet russia,0,0.25047228
2948,312,What Causes Brain Freeze,something cold touch roof mouth palate believed result nerve response causing rapid constriction swelling blood vessel `` referring `` pain roof mouth head,first published use term brain freeze pertains coldinduced headache 27 may 1991,0,0.49481264
2949,313,what does auld lang syne mean,old long since `` idiomatically `` long long ago `` `` day gone `` `` old time ``,auld lang syne note   rather  z  scot poem written robert burn 1788 set tune traditional folk song roud 6294,0,0.09456561
2950,313,what does auld lang syne mean,old long since `` idiomatically `` long long ago `` `` day gone `` `` old time ``,well known many country especially englishspeaking world traditional use celebrate start new year stroke midnight,0,0.15439186
2951,313,what does auld lang syne mean,old long since `` idiomatically `` long long ago `` `` day gone `` `` old time ``,extension also sung funeral graduation farewell ending occasion,0,0.18845838
2952,313,what does auld lang syne mean,old long since `` idiomatically `` long long ago `` `` day gone `` `` old time ``,international boy scout youth movement many country us close jamboree function,0,-0.00640074
2953,313,what does auld lang syne mean,old long since `` idiomatically `` long long ago `` `` day gone `` `` old time ``,song s scot title may translated english literally  old long since  idiomatically  long long ago   day gone   old time ,1,0.63509232
2954,313,what does auld lang syne mean,old long since `` idiomatically `` long long ago `` `` day gone `` `` old time ``,consequently  auld lang syne  appears first line chorus might loosely translated  sake old time ,0,0.29373518
2955,313,what does auld lang syne mean,old long since `` idiomatically `` long long ago `` `` day gone `` `` old time ``,phrase  auld lang syne  also used similar poem robert ayton 15701638 allan ramsay 16861757 james watson 1711 well older folk song predating burn,0,0.21564098
2956,313,what does auld lang syne mean,old long since `` idiomatically `` long long ago `` `` day gone `` `` old time ``,matthew fitt us phrase  day auld lang syne  equivalent  upon time ,0,0.36125576
2957,313,what does auld lang syne mean,old long since `` idiomatically `` long long ago `` `` day gone `` `` old time ``,retelling fairy tale scot language,0,0.12041031
2958,314,how speaker of the house is chosen,win majority vote,speaker united state house representative speaker house presiding officer chamber,0,0.24412425
2959,314,how speaker of the house is chosen,win majority vote,office established 1789 article section 2 united state constitution state part  house representative shall chuse speaker  ,0,0.18605877
2960,314,how speaker of the house is chosen,win majority vote,current speaker john boehner republican represents ohio s 8th congressional district,0,0.16147867
2961,314,how speaker of the house is chosen,win majority vote,constitution require speaker member congress nonmember ever elected office,0,0.11159690
2962,314,how speaker of the house is chosen,win majority vote,speaker second united state presidential line succession vice president ahead president pro tempore you.s senate,0,0.21550134
2963,314,how speaker of the house is chosen,win majority vote,unlike westminster system parliament office speaker considered nonpartisan united state speaker house leadership position officeholder actively work set majority party s legislative agenda,0,0.28311843
2964,314,how speaker of the house is chosen,win majority vote,speaker usually personally preside debate instead delegating duty member house majority party,0,0.35174116
2965,314,how speaker of the house is chosen,win majority vote,aside duty relating heading house majority political party speaker also performs administrative procedural function represents congressional district,0,0.26473629
2966,315,how did lena horne impact the harlem renaissance,helped break racial barrier changing way black woman represented film,major representative harlem renaissance,0,0.40278333
2967,315,how did lena horne impact the harlem renaissance,helped break racial barrier changing way black woman represented film,harlem renaissance cultural movement spanned 1920s,0,0.45839176
