,Group_NR,Question,Sentence,Answer,Label,Similarity_score
2102,229,how did the vietnam war end,capture saigon vietnam people 's army april 1975 marked end war,operation spanned international border lao cambodia heavily bombed,0,0.6900097851838147
2103,229,how did the vietnam war end,capture saigon vietnam people 's army april 1975 marked end war,american involvement war peaked 1968 time tet offensive,0,0.8089777531264183
2104,229,how did the vietnam war end,capture saigon vietnam people 's army april 1975 marked end war,you.s ground force gradually withdrawn part policy known vietnamization,0,0.6425358689530645
2105,229,how did the vietnam war end,capture saigon vietnam people 's army april 1975 marked end war,despite paris peace accord signed party january 1973 fighting continued,0,0.7584189694112842
2106,229,how did the vietnam war end,capture saigon vietnam people 's army april 1975 marked end war,you.s military involvement ended 15 august 1973 result case-church amendment passed you.s congress,0,0.7374411596910856
2107,229,how did the vietnam war end,capture saigon vietnam people 's army april 1975 marked end war,capture saigon vietnam people 's army april 1975 marked end war north south vietnam reunified following year,1,0.957040783231844
2108,229,how did the vietnam war end,capture saigon vietnam people 's army april 1975 marked end war,war exacted huge human cost term fatality see vietnam war casualty,0,0.8024346858265641
2109,229,how did the vietnam war end,capture saigon vietnam people 's army april 1975 marked end war,"estimate number vietnamese soldier civilian killed vary 800,000 3.1 million",0,0.6279728847159238
2110,229,how did the vietnam war end,capture saigon vietnam people 's army april 1975 marked end war,"200,000-300,000 cambodian 20,000-200,000 laotian 58,220 you.s service member also died conflict",0,0.5586887486422145
2111,230,How is the pothole formed,type disruption surface roadway portion road material broken away leaving hole,deep pothole new york city 's second avenue,0,0.6536005196134557
2112,230,How is the pothole formed,type disruption surface roadway portion road material broken away leaving hole,pothole sometimes called kettle known part western united state chuckhole type disruption surface roadway portion road material broken away leaving hole,1,0.9432251254500154
2113,231,how much more time does chemo give to people with renal cancer,5-year survival rate 60-70,renal cell carcinoma rcc also known hypernephroma kidney cancer originates lining proximal convoluted tubule small tube kidney transport gf glomerular filtrate glomerulus descending limb nephron,0,0.17879586491909907
2114,231,how much more time does chemo give to people with renal cancer,5-year survival rate 60-70,rcc common type kidney cancer adult responsible approximately 80 case,0,0.5497491573507309
2115,231,how much more time does chemo give to people with renal cancer,5-year survival rate 60-70,also known lethal genitourinary tumor,0,0.2594501858977564
2116,231,how much more time does chemo give to people with renal cancer,5-year survival rate 60-70,initial treatment commonly radical partial nephrectomy remains mainstay curative treatment,0,0.33861488805226514
2117,231,how much more time does chemo give to people with renal cancer,5-year survival rate 60-70,tumor confined renal parenchyma 5-year survival rate 60-70 lowered considerably metastasis spread,1,0.7371752872222721
2118,231,how much more time does chemo give to people with renal cancer,5-year survival rate 60-70,relatively resistant radiation therapy chemotherapy although case respond immunotherapy,0,0.39875716995655014
2119,231,how much more time does chemo give to people with renal cancer,5-year survival rate 60-70,targeted cancer therapy sunitinib temsirolimus bevacizumab interferon-alpha sorafenib improved outlook rcc,0,0.40627711079748074
2120,232,what does estee lauder do,manufacturer marketer prestige skincare makeup fragrance hair care product,estee lauder company inc. manufacturer marketer prestige skincare makeup fragrance hair care product,1,0.942159674564889
2121,232,what does estee lauder do,manufacturer marketer prestige skincare makeup fragrance hair care product,company headquarters midtown manhattan new york city,0,0.39984886610805875
2122,233,how does a solid state drive work,data storage device using integrated circuit assembly memory store data persistently,modern 2.5 `` ssd used consumer laptop desktop computer,0,0.6520998038616271
2123,233,how does a solid state drive work,data storage device using integrated circuit assembly memory store data persistently,ddr sdram based ssd,0,0.294315091444766
2124,233,how does a solid state drive work,data storage device using integrated circuit assembly memory store data persistently,max,0,0.2756388313775883
2125,233,how does a solid state drive work,data storage device using integrated circuit assembly memory store data persistently,pci attached io accelerator ssd,0,0.4547820230223404
2126,233,how does a solid state drive work,data storage device using integrated circuit assembly memory store data persistently,pci-e dram nand based ssd,0,0.3812656260540562
2127,233,how does a solid state drive work,data storage device using integrated circuit assembly memory store data persistently,us external power supply make dram non-volatile,1,0.6437668663856394
2128,233,how does a solid state drive work,data storage device using integrated circuit assembly memory store data persistently,solid-state drive ssd also known solid-state disk electronic disk though contains actual `` disk `` kind data storage device using integrated circuit assembly memory store data persistently,1,0.8821694790105967
2129,233,how does a solid state drive work,data storage device using integrated circuit assembly memory store data persistently,ssd technology us electronic interface compatible traditional block input/output i/o hard disk drive,0,0.7962543387203168
2130,233,how does a solid state drive work,data storage device using integrated circuit assembly memory store data persistently,ssds moving mechanical component distinguish traditional electromechanical magnetic disk hard disk drive hdds floppy disk contain spinning disk movable read/write head,0,0.7365783860972449
2131,233,how does a solid state drive work,data storage device using integrated circuit assembly memory store data persistently,compared electromechanical disk ssds typically le susceptible physical shock much quieter lower access time le latency,0,0.7008794768553769
2132,233,how does a solid state drive work,data storage device using integrated circuit assembly memory store data persistently,however price ssds continued decline 2012 ssds still 7 8 time expensive per unit storage hdds,0,0.6010246790650933
2133,233,how does a solid state drive work,data storage device using integrated circuit assembly memory store data persistently,many ssds use i/o interface developed hard disk drive thus permitting simple replacement common application,0,0.7788966860958716
2134,233,how does a solid state drive work,data storage device using integrated circuit assembly memory store data persistently,ssds use nand-based flash memory retains data without power,0,0.8070258229389091
2135,233,how does a solid state drive work,data storage device using integrated circuit assembly memory store data persistently,application requiring fast access necessarily data persistence power loss ssds may constructed random-access memory ram,0,0.8409409123108185
2136,233,how does a solid state drive work,data storage device using integrated circuit assembly memory store data persistently,device may employ separate power source battery maintain data power loss,0,0.8281642129078436
2137,233,how does a solid state drive work,data storage device using integrated circuit assembly memory store data persistently,hybrid drive solid state hybrid drive sshd combine feature ssds hdds unit containing large hard disk drive ssd cache improve performance frequently accessed data,0,0.7836367505717314
2138,233,how does a solid state drive work,data storage device using integrated circuit assembly memory store data persistently,device may offer near-ssd performance many application,0,0.7345972537477291
2139,234,how long did the roman empire last,500-year,roman empire post- republican period ancient roman civilization characterised autocratic form government large territorial holding around mediterranean europe africa asia,0,0.25506406732416986
2140,234,how long did the roman empire last,500-year,500-year-old roman republic preceded destabilized series civil war,1,0.6335290398215351
2141,234,how long did the roman empire last,500-year,several event marked transition republic empire including julius caesar 's appointment perpetual dictator 44 battle actium 31 granting honorific augustus octavian roman senate 27,0,0.289374112780214
2142,234,how long did the roman empire last,500-year,first two century empire period unprecedented stability prosperity known pax romana `` roman peace ``,0,0.3552896201940884
2143,234,how long did the roman empire last,500-year,reached greatest expanse reign trajan 98-117 ad,0,0.44579606451388376
2144,234,how long did the roman empire last,500-year,3rd century empire underwent crisis threatened existence reunified stabilized emperor aurelian diocletian,0,0.14053599805351116
2145,234,how long did the roman empire last,500-year,christian rose power 4th century time system dual rule developed latin west greek east,0,0.3999077083108668
2146,234,how long did the roman empire last,500-year,collapse central government west 5th century eastern half continued would later known byzantine empire,0,0.3941769681209061
2147,234,how long did the roman empire last,500-year,empire 's vast extent long endurance institution culture rome profound lasting influence development language religion architecture philosophy law form government territory governed particularly europe mean european expansionism throughout modern world,0,0.31701275262867096
2148,235,how much does U.S. pay on health care per person,"u 6,714",health spending per caput u ppp-adjusted u canada compared amongst first world nation,0,0.3343603842334951
2149,235,how much does U.S. pay on health care per person,"u 6,714",comparison health care system canada united state often made government public health public policy analyst,0,0.06376657329616583
2150,235,how much does U.S. pay on health care per person,"u 6,714",two country similar health care system canada reformed system 1960s 1970s,0,0.035649477292639016
2151,235,how much does U.S. pay on health care per person,"u 6,714",united state spends much money health care canada per-capita basis percentage gdp,0,0.184291418419417
2152,235,how much does U.S. pay on health care per person,"u 6,714","2006 per-capita spending health care canada u 3,678 you.s . u 6,714",1,0.4622703955029678
2153,235,how much does U.S. pay on health care per person,"u 6,714",you.s spent 15.3 gdp health care year canada spent 10.0,0,0.21033726723712676
2154,235,how much does U.S. pay on health care per person,"u 6,714",2006 70 health care spending canada financed government versus 46 united state,0,0.1165232873369037
2155,235,how much does U.S. pay on health care per person,"u 6,714",total government spending per caput you.s health care 23 higher canadian government spending you.s government expenditure health care 83 total canadian spending public private though statistic take account population difference,0,0.13886218604632763
2156,235,how much does U.S. pay on health care per person,"u 6,714",study come different conclusion result disparity spending,0,0.07379808317878295
2157,235,how much does U.S. pay on health care per person,"u 6,714",2007 review study comparing health outcome canada u canadian peer-reviewed medical journal found `` health outcome may superior patient cared canada versus united state difference consistent ``,0,0.18072681298453563
2158,235,how much does U.S. pay on health care per person,"u 6,714",life expectancy longer canada infant mortality rate lower you.s . debate underlying cause difference,0,0.12052167338660344
2159,235,how much does U.S. pay on health care per person,"u 6,714",one commonly cited comparison 2000 world health organization 's rating `` overall health service performance `` used `` composite measure achievement level health distribution health level responsiveness fairness financial contribution `` ranked canada 30th u 37th among 191 member nation,0,0.10746587345981609
2160,235,how much does U.S. pay on health care per person,"u 6,714",study rated u `` responsiveness `` quality service individual receiving treatment 1st compared 7th canada,0,0.23193529639851687
2161,235,how much does U.S. pay on health care per person,"u 6,714",average life expectancy canadian 80.34 year compared 78.6 year resident u simply comparing life expectancy two group different racial makeup different obesity rate likely effective way determining healthcare system superior,0,0.16484610168095123
2162,235,how much does U.S. pay on health care per person,"u 6,714",study method criticized analysis,0,-0.025297217377920782
2163,235,how much does U.S. pay on health care per person,"u 6,714",although measure consensus life-expectancy infant mortality mark reliable way compare nation-wide health care assuming population makeup similar recent report congressional research service carefully summarizes recent data note `` difficult research issue `` facing international comparison,0,0.06126545786595531
2164,236,what creates sonic boom,sound associated shock wave created object traveling air faster speed sound,sound source broken sound speed barrier traveling 1.4 time speed sound mach 1.4,0,0.8712502197920396
2165,236,what creates sonic boom,sound associated shock wave created object traveling air faster speed sound,since source moving faster speed sound wave creates actually lead advancing wavefront,0,0.9058966567941457
2166,236,what creates sonic boom,sound associated shock wave created object traveling air faster speed sound,sound source pas stationary observer speed observer actually hears sound creates,0,0.8442112677738668
2167,236,what creates sonic boom,sound associated shock wave created object traveling air faster speed sound,result observer front source detect,0,0.7291074825778481
2168,236,what creates sonic boom,sound associated shock wave created object traveling air faster speed sound,observer behind source,0,0.6117210133165467
2169,236,what creates sonic boom,sound associated shock wave created object traveling air faster speed sound,sonic boom produced aircraft moving m=2.92 calculated cone angle 20 degree,0,0.7841208037718228
2170,236,what creates sonic boom,sound associated shock wave created object traveling air faster speed sound,observer hears boom shock wave edge cone cross location,0,0.7738448827629093
2171,236,what creates sonic boom,sound associated shock wave created object traveling air faster speed sound,mach cone angle,0,0.47979129465864967
2172,236,what creates sonic boom,sound associated shock wave created object traveling air faster speed sound,sonic boom sound associated shock wave created object traveling air faster speed sound,1,0.9847784431205311
2173,236,what creates sonic boom,sound associated shock wave created object traveling air faster speed sound,sonic boom generate enormous amount sound energy sounding much like explosion,0,0.8475101406572773
2174,236,what creates sonic boom,sound associated shock wave created object traveling air faster speed sound,crack supersonic bullet passing overhead example sonic boom miniature,0,0.7790507661435345
2175,237,how is rfid tag powered,battery powered,rfid chip next grain rice,0,0.28959912974643165
2176,237,how is rfid tag powered,battery powered,chip contains radio-frequency electromagnetic field coil modulates external magnetic field transfer coded identification number queried reader device,0,0.4506687529421148
2177,237,how is rfid tag powered,battery powered,small type incorporated consumer product implanted pet identification purpose,0,0.4242286937682313
2178,237,how is rfid tag powered,battery powered,radio-frequency identification rfid wireless non-contact use radio-frequency electromagnetic field transfer data purpose automatically identifying tracking tag attached object,0,0.433410057346403
2179,237,how is rfid tag powered,battery powered,tag contain electronically stored information,0,0.3404626239827807
2180,237,how is rfid tag powered,battery powered,tag powered read short range meter via magnetic field electromagnetic induction,1,0.5641104499082571
2181,237,how is rfid tag powered,battery powered,others use local power source battery else battery collect energy interrogating field act passive transponder emit microwave uhf radio wave i.e . electromagnetic radiation high frequency,1,0.5840682292832966
2182,237,how is rfid tag powered,battery powered,battery powered tag may operate hundred meter,1,0.791898538765908
2183,237,how is rfid tag powered,battery powered,unlike bar code tag necessarily need within line sight reader may embedded tracked object,0,0.37440160059383276
2184,237,how is rfid tag powered,battery powered,rfid tag used many industry,0,0.3295981961332171
2185,237,how is rfid tag powered,battery powered,rfid tag attached automobile production used track progress assembly line,0,0.4565582840386681
2186,237,how is rfid tag powered,battery powered,pharmaceutical tracked warehouse,0,0.2326173752169445
2187,237,how is rfid tag powered,battery powered,livestock pet may tag injected allowing positive identification animal,0,0.31369363628220004
2188,237,how is rfid tag powered,battery powered,since rfid tag attached clothing possession even implanted within people possibility reading personally-linked information without consent raised privacy concern,0,0.32355459490131666
2189,238,what city is oregon state university in,corvallis oregon united state,oregon state university osu coeducational public research university located corvallis oregon united state,1,0.8399031165620007
2190,238,what city is oregon state university in,corvallis oregon united state,university offer undergraduate graduate doctoral degree multitude research opportunity,0,0.3055777281444688
2191,238,what city is oregon state university in,corvallis oregon united state,200 academic degree program offered university,0,0.3305779093090303
2192,238,what city is oregon state university in,corvallis oregon united state,osu 's program microbiology nuclear engineering ecology forestry public health biochemistry zoology oceanography food science pharmacy recognized nationally top tier program,0,0.4580116930698376
2193,238,what city is oregon state university in,corvallis oregon united state,osu 's liberal art program also grown significantly department considered `` cornerstone `` institution,0,0.4170876907919048
2194,238,what city is oregon state university in,corvallis oregon united state,"200,000 people attended osu since founding",0,0.3440250176472524
2195,238,what city is oregon state university in,corvallis oregon united state,carnegie foundation classifies oregon state university part top tier research institution,0,0.6214517756492793
2196,238,what city is oregon state university in,corvallis oregon united state,2008 osu one seventy-three land-grant university,0,0.46265266876715205
2197,238,what city is oregon state university in,corvallis oregon united state,school also recognized sea-grant space-grant sun-grant institution making one two u institution retain four designation public university cornell similar designation,0,0.42496377343271685
2198,238,what city is oregon state university in,corvallis oregon united state,one two flagship university oregon university system osu receives funding research annually public higher education institution oregon combined,0,0.5830767572498292
2199,239,how long have kanab ambersnail been endangered?,since 8 august 1991,kanab ambersnail scientific name oxyloma haydeni kanabensis oxyloma kanabense critically endangered subspecies specie small air-breathing land snail terrestrial pulmonate gastropod mollusc family succineidae amber snail,0,0.14427453932099238
2200,239,how long have kanab ambersnail been endangered?,since 8 august 1991,common name amber snail based translucent empty usually resembles amber color,0,0.26259474135917954
2201,239,how long have kanab ambersnail been endangered?,since 8 august 1991,specie endemic united state specifically state arizona utah first collected early 20th century,0,0.4928803278520458
2202,239,how long have kanab ambersnail been endangered?,since 8 august 1991,listed endangered united state fish wildlife service list endangered specie since 8 august 1991,1,0.5943217051894466
2203,239,how long have kanab ambersnail been endangered?,since 8 august 1991,snail life wetland spring seeps two natural habitat known exist three lake meadow near kanab utah vasey 's paradise spring along colorado river within grand canyon national park,0,0.37635126869522284
2204,239,how long have kanab ambersnail been endangered?,since 8 august 1991,natural habitat rather polyphagous feeding mainly bacteria plant fungi reproduces summer,0,0.19624916670554546
2205,239,how long have kanab ambersnail been endangered?,since 8 august 1991,considered critically endangered specie iucn red list threatened specie due series factor including influence kanab ambersnail reintroduced three spring historic high water level along colorado river,0,0.3855728617146677
2206,240,how many spanish speaking people are there in the us,almost 37 million people aged five older,spanish language second used language united state,0,0.5035988613911799
2207,240,how many spanish speaking people are there in the us,almost 37 million people aged five older,spanish speaker united state speaker chinese french german italian hawaiian native american language combined,0,0.4083713202291213
2208,240,how many spanish speaking people are there in the us,almost 37 million people aged five older,according 2010 american community survey conducted you.s census bureau spanish primary language spoken home almost 37 million people aged five older figure double 1990,1,0.845563467165825
2209,240,how many spanish speaking people are there in the us,almost 37 million people aged five older,45 million hispanophones speak spanish first second language well six million spanish language student composing largest national spanish-speaking community outside mexico making spanish romance language indo-european language largest number native speaker world,0,0.6642778885795516
2210,240,how many spanish speaking people are there in the us,almost 37 million people aged five older,roughly half you.s spanish speaker also speak english `` well `` based self-assessment census question respondent,0,0.6171114032585028
2211,240,how many spanish speaking people are there in the us,almost 37 million people aged five older,language came country since 16th 17th century arrival spanish colonist area would later become state florida texas colorado new mexico arizona nevada utah california spanish explorer explored area 42 states-,0,0.5301418907683467
2212,240,how many spanish speaking people are there in the us,almost 37 million people aged five older,also west louisiana territory spanish 1763 1800 year french recovery territory french indian war,0,0.5078523172179147
2213,240,how many spanish speaking people are there in the us,almost 37 million people aged five older,incorporation state you.s first half 19th century spanish language later reinforced acquisition puerto rico 1898 later wave hispanic emigration basically hispanic america united state beginning second half 19th century today,0,0.6121505614377639
2214,241,what does (sic) mean?,thus `` writing `` thus source material ``,latin word mean `` thus `` writing `` thus source material ``,1,0.9830796342100091
2215,241,what does (sic) mean?,thus `` writing `` thus source material ``,sic may also refer,0,0.5777993834664096
2216,241,what does (sic) mean?,thus `` writing `` thus source material ``,sic cluj commune romania,0,0.014319845796500913
2217,241,what does (sic) mean?,thus `` writing `` thus source material ``,sic regional code sicily,0,0.33236185062011536
2218,241,what does (sic) mean?,thus `` writing `` thus source material ``,sic noise artist styled sic stage name jennifer morris canadian noise artist,0,0.4377611545324447
2219,241,what does (sic) mean?,thus `` writing `` thus source material ``,sic band modern hardcore/thrash metal band torshavn capital faroe island,0,0.37568832745090325
2220,241,what does (sic) mean?,thus `` writing `` thus source material ``,sic song american band slipknot album slipknot,0,0.2771826175851383
2221,241,what does (sic) mean?,thus `` writing `` thus source material ``,sic initial marco simoncelli,0,0.1371939857541761
2222,241,what does (sic) mean?,thus `` writing `` thus source material ``,sic acronym may stand,0,0.5114100089143362
2223,241,what does (sic) mean?,thus `` writing `` thus source material ``,sic silicon carbide semiconducting material also used make metalworking tool,0,0.4050506259845619
2224,241,what does (sic) mean?,thus `` writing `` thus source material ``,sic cyclecar societa italiana cyclecars,0,-0.10050331536821991
2225,241,what does (sic) mean?,thus `` writing `` thus source material ``,standard industrial classification 20th-century you.s system classifying industry,0,0.4193947087821388
2226,241,what does (sic) mean?,thus `` writing `` thus source material ``,international standard industrial classification un system economic activity,0,0.4487728494061238
2227,241,what does (sic) mean?,thus `` writing `` thus source material ``,shetland island council,0,0.17119255989466015
2228,241,what does (sic) mean?,thus `` writing `` thus source material ``,swiss interbank clearing system,0,0.2397676763678916
2229,241,what does (sic) mean?,thus `` writing `` thus source material ``,san isidro club argentine rugby union club,0,0.1963054132194484
2230,241,what does (sic) mean?,thus `` writing `` thus source material ``,standing interpretation committee committee dedicated interpretation international accounting standard ifrs,0,0.4106142305938063
2231,241,what does (sic) mean?,thus `` writing `` thus source material ``,schwarz information criterion field statistic,0,0.40577267829739255
2232,241,what does (sic) mean?,thus `` writing `` thus source material ``,second-in-command field aviation,0,0.5011346386622947
2233,241,what does (sic) mean?,thus `` writing `` thus source material ``,sistema interconectado central power grid chile,0,0.27058085989472797
2234,241,what does (sic) mean?,thus `` writing `` thus source material ``,sociedade independente de comunicacao sic television channel portugal,0,0.12513530273028448
2235,241,what does (sic) mean?,thus `` writing `` thus source material ``,sea isle city new jersey coastal town united state,0,0.388510031932431
2236,241,what does (sic) mean?,thus `` writing `` thus source material ``,segmented integer counter mode mode operation cryptography,0,0.3853616697777152
2237,241,what does (sic) mean?,thus `` writing `` thus source material ``,sepang international circuit high-end racetrack host malaysian round formula 1,0,0.4370295466832506
2238,241,what does (sic) mean?,thus `` writing `` thus source material ``,shanghai international circuit motor racing venue shanghai china,0,0.28747119681518046
2239,241,what does (sic) mean?,thus `` writing `` thus source material ``,simplified instructional computer hypothetical computer used system programming,0,0.43410854717214475
2240,241,what does (sic) mean?,thus `` writing `` thus source material ``,sic son idees couleurs early twentieth-century art magazine produced french author pierre albert-birot,0,0.3855901208924532
2241,241,what does (sic) mean?,thus `` writing `` thus source material ``,southeastern illinois college two year junior college harrisburg illinois united state,0,0.33161287190938915
2242,241,what does (sic) mean?,thus `` writing `` thus source material ``,specific inductive capacity abbreviated sic commonly known relative permittivity dielectric constant,0,0.4430291255060218
2243,241,what does (sic) mean?,thus `` writing `` thus source material ``,st ignatius college riverview jesuit school sydney australia,0,0.11169390198531284
2244,242,how does sedimentary rock form,deposition material earth 's surface within body water,middle triassic marginal marine sequence siltstone limestone virgin formation southwestern utah usa,0,0.5246100423819288
2245,242,how does sedimentary rock form,deposition material earth 's surface within body water,sedimentary rock type rock formed deposition material earth 's surface within body water,1,0.928945871696754
2246,242,how does sedimentary rock form,deposition material earth 's surface within body water,sedimentation collective name process mineral and/or organic particle detritus settle accumulate mineral precipitate solution,0,0.7613170909779782
2247,242,how does sedimentary rock form,deposition material earth 's surface within body water,particle form sedimentary rock accumulating called sediment,0,0.7069555201879925
2248,242,how does sedimentary rock form,deposition material earth 's surface within body water,deposited sediment formed weathering erosion source area transported place deposition water wind ice mass movement glacier called agent denudation,0,0.8630237295754571
2249,242,how does sedimentary rock form,deposition material earth 's surface within body water,sedimentary rock cover continent earth 's crust extensive total contribution sedimentary rock estimated 8 total volume crust,0,0.7333960265876033
2250,242,how does sedimentary rock form,deposition material earth 's surface within body water,sedimentary rock thin veneer crust consisting mainly igneous metamorphic rock,0,0.5758578159701822
2251,242,how does sedimentary rock form,deposition material earth 's surface within body water,sedimentary rock deposited layer stratum forming structure called bedding,0,0.7390281161429942
2252,242,how does sedimentary rock form,deposition material earth 's surface within body water,study sedimentary rock rock stratum provides information subsurface useful civil engineering example construction road house tunnel canal construction,0,0.7433772151238295
2253,242,how does sedimentary rock form,deposition material earth 's surface within body water,sedimentary rock also important source natural resource like coal fossil fuel drinking water ore,0,0.7495309810356658
2254,242,how does sedimentary rock form,deposition material earth 's surface within body water,study sequence sedimentary rock stratum main source scientific knowledge earth 's history including palaeogeography paleoclimatology history life,0,0.7336599053131174
2255,242,how does sedimentary rock form,deposition material earth 's surface within body water,scientific discipline study property origin sedimentary rock called sedimentology,0,0.6213528050496228
2256,242,how does sedimentary rock form,deposition material earth 's surface within body water,sedimentology part geology physical geography overlap partly discipline earth science pedology geomorphology geochemistry structural geology,0,0.5543911418088825
2257,243,how many bones are in the skeletal system is composed of 306 bones,270,350px,0,0.009939884846532873
2258,243,how many bones are in the skeletal system is composed of 306 bones,270,human born 270 bone fuse together longitudinal axis axial skeleton appendicular skeleton attached,1,0.2742061170002302
2259,244,what did st.patrick do,first bishop armagh primate ireland,saint patrick modern c. 387 - 17 march c. 460 c. 492 romano-british christian missionary bishop ireland,0,0.56340370723277
2260,244,what did st.patrick do,first bishop armagh primate ireland,known `` apostle ireland `` primary patron saint island along saint brigid columba,0,0.543958372051262
2261,244,what did st.patrick do,first bishop armagh primate ireland,two authentic letter survive come generally accepted detail life,0,0.3074208851505693
2262,244,what did st.patrick do,first bishop armagh primate ireland,16 captured home taken slave ireland lived six year escaping returning family,0,0.42167034310146906
2263,244,what did st.patrick do,first bishop armagh primate ireland,becoming cleric returned northern western ireland ordained bishop little known place worked,0,0.6514062706608996
2264,244,what did st.patrick do,first bishop armagh primate ireland,seventh century already come revered patron saint ireland,0,0.5910018368265689
2265,244,what did st.patrick do,first bishop armagh primate ireland,available detail life subsequent hagiography accepted without detailed criticism,0,0.2658689195540545
2266,244,what did st.patrick do,first bishop armagh primate ireland,annals ulster state arrived ireland 432 ministered ulster around 443 died 457 461,0,0.547417102251614
2267,244,what did st.patrick do,first bishop armagh primate ireland,text however distinguishes `` old patrick `` thought mean palladius `` patrick archapostle scot `` died 492,0,0.2984592643427235
2268,244,what did st.patrick do,first bishop armagh primate ireland,actual date patrick 's life fixed certainty widespread interpretation active missionary ireland second half 5th century,0,0.5251243258481987
2269,244,what did st.patrick do,first bishop armagh primate ireland,generally credited first bishop armagh primate ireland,1,0.9256595407030697
2270,244,what did st.patrick do,first bishop armagh primate ireland,saint patrick 's day observed march 17 date death,0,0.4687696748785739
2271,244,what did st.patrick do,first bishop armagh primate ireland,celebrated inside outside ireland religious especially outside ireland secular holiday,0,0.5498170270573807
2272,244,what did st.patrick do,first bishop armagh primate ireland,diocese ireland solemnity holy day obligation outside ireland celebration ireland,0,0.7174456215820657
2273,245,how do you know if something is the golden ratio,two quantity golden ratio ratio sum quantity larger quantity equal ratio larger quantity smaller one,line segment golden ratio,0,0.7431232625877017
2274,245,how do you know if something is the golden ratio,two quantity golden ratio ratio sum quantity larger quantity equal ratio larger quantity smaller one,golden rectangle longer side shorter side b placed adjacent square side length produce similar golden rectangle longer side b shorter side,0,0.6758268369191331
2275,245,how do you know if something is the golden ratio,two quantity golden ratio ratio sum quantity larger quantity equal ratio larger quantity smaller one,illustrates relationship,0,0.40019664860305354
2276,245,how do you know if something is the golden ratio,two quantity golden ratio ratio sum quantity larger quantity equal ratio larger quantity smaller one,mathematics art two quantity golden ratio ratio sum quantity larger quantity equal ratio larger quantity smaller one,1,0.9873791297223917
2277,245,how do you know if something is the golden ratio,two quantity golden ratio ratio sum quantity larger quantity equal ratio larger quantity smaller one,figure right illustrates geometric relationship,0,0.5759804489142166
2278,245,how do you know if something is the golden ratio,two quantity golden ratio ratio sum quantity larger quantity equal ratio larger quantity smaller one,expressed algebraically,0,0.29139401905732104
2279,245,how do you know if something is the golden ratio,two quantity golden ratio ratio sum quantity larger quantity equal ratio larger quantity smaller one,greek letter phi represents golden ratio,0,0.6511666046815012
2280,245,how do you know if something is the golden ratio,two quantity golden ratio ratio sum quantity larger quantity equal ratio larger quantity smaller one,value,0,0.6373368081913565
2281,245,how do you know if something is the golden ratio,two quantity golden ratio ratio sum quantity larger quantity equal ratio larger quantity smaller one,golden ratio also called golden section latin sectio aurea golden mean,0,0.6086893185750215
2282,245,how do you know if something is the golden ratio,two quantity golden ratio ratio sum quantity larger quantity equal ratio larger quantity smaller one,name include extreme mean ratio medial section divine proportion divine section latin sectio divina golden proportion golden cut golden number,0,0.7400637994631223
2283,245,how do you know if something is the golden ratio,two quantity golden ratio ratio sum quantity larger quantity equal ratio larger quantity smaller one,many 20th century artist architect proportioned work approximate golden ratio -- especially form golden rectangle ratio longer side shorter golden ratio -- believing proportion aesthetically pleasing see application observation,0,0.7868487657410382
2284,245,how do you know if something is the golden ratio,two quantity golden ratio ratio sum quantity larger quantity equal ratio larger quantity smaller one,mathematician since euclid studied property golden ratio including appearance dimension regular pentagon golden rectangle cut square smaller rectangle aspect ratio,0,0.7869281990178869
2285,245,how do you know if something is the golden ratio,two quantity golden ratio ratio sum quantity larger quantity equal ratio larger quantity smaller one,golden ratio also used analyze proportion natural object well man-made system financial market case based dubious fit data,0,0.7477936466728042
2286,246,What county is NOrth Myrtle Beach in SC,horry county,north myrtle beach coastal resort city horry county south carolina united state,1,0.6451910632180253
2287,246,What county is NOrth Myrtle Beach in SC,horry county,created 1968 four existing municipality north myrtle beach serf one primary tourist town along grand strand,0,0.3506635124009007
2288,246,What county is NOrth Myrtle Beach in SC,horry county,"population 13,752 2010 census",0,0.29020785938260174
2289,247,how much of our universe does plasma make up,universe plasma common state matter ordinary matter rarefied intergalactic plasma particularly intracluster medium star,plasma greek plasma `` anything formed `` one four fundamental state matter others solid liquid gas,0,0.7982130378545682
2290,247,how much of our universe does plasma make up,universe plasma common state matter ordinary matter rarefied intergalactic plasma particularly intracluster medium star,heating gas may ionize molecule atom reducing increasing number electron thus turning plasma contains charged particle positive ion negative electron ion,0,0.7545320237965741
2291,247,how much of our universe does plasma make up,universe plasma common state matter ordinary matter rarefied intergalactic plasma particularly intracluster medium star,ionization induced mean strong electromagnetic field applied laser microwave generator accompanied dissociation molecular bond present,0,0.7264537972952508
2292,247,how much of our universe does plasma make up,universe plasma common state matter ordinary matter rarefied intergalactic plasma particularly intracluster medium star,presence non-negligible number charge carrier make plasma electrically conductive responds strongly electromagnetic field,0,0.7690665991752742
2293,247,how much of our universe does plasma make up,universe plasma common state matter ordinary matter rarefied intergalactic plasma particularly intracluster medium star,plasma therefore property quite unlike solid liquid gas considered distinct state matter,0,0.8639174364404788
2294,247,how much of our universe does plasma make up,universe plasma common state matter ordinary matter rarefied intergalactic plasma particularly intracluster medium star,like gas plasma definite shape definite volume unless enclosed container unlike gas influence magnetic field may form structure filament beam double layer,0,0.8001778321287139
2295,247,how much of our universe does plasma make up,universe plasma common state matter ordinary matter rarefied intergalactic plasma particularly intracluster medium star,common plasma found star neon sign,0,0.7627537228542697
